"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"647","4640-UHDOS","Female",0,"Yes","Yes",13,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",55.95,734.35,"Yes"
"648","0815-MFZGM","Female",0,"Yes","No",42,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",99,4135,"No"
"649","2252-ISRNH","Male",0,"Yes","Yes",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",90.35,767.9,"No"
"650","2873-ZLIWT","Female",0,"Yes","Yes",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",84.85,3303.05,"Yes"
"651","3737-XBQDD","Male",0,"No","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.85,2048.8,"No"
"652","5787-KXGIY","Male",0,"Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.3,1304.8,"No"
"653","3012-VFFMN","Female",0,"Yes","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.65,158.95,"No"
"654","2067-QYTCF","Female",0,"Yes","No",64,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.15,6953.4,"No"
"655","8229-TNIQA","Female",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.3,196.95,"Yes"
"656","4323-SADQS","Male",0,"Yes","Yes",7,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",34.5,279.25,"Yes"
"657","0727-IWKVK","Male",0,"Yes","No",9,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.9,741.7,"Yes"
"658","7297-DVYGA","Female",0,"No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.85,996.95,"No"
"659","7594-LZNWR","Male",1,"No","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",69.15,2275.1,"No"
"660","6583-KQJLK","Female",1,"Yes","No",15,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.65,1285.05,"No"
"661","8309-IEYJD","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.6,70.6,"No"
"662","6537-QLGEX","Female",0,"No","No",16,"No","No phone service","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",38.9,664.4,"No"
"663","3397-AVTKU","Male",0,"No","No",43,"Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Electronic check",60,2548.55,"No"
"664","3120-FAZKD","Male",0,"Yes","Yes",54,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.05,1230.9,"No"
"665","3027-YNWZU","Female",0,"Yes","No",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25,1584.8,"No"
"666","5174-ITUMV","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",105.4,6989.45,"No"
"667","5117-ZSMHQ","Female",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",89.9,6342.7,"No"
"668","8650-RHRKE","Male",0,"No","No",4,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",29.65,118.5,"Yes"
"669","5524-KHNJP","Male",0,"Yes","Yes",33,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",74.75,2453.3,"No"
"670","8065-YKXKD","Female",0,"No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.75,799.65,"Yes"
"671","0378-CJKPV","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",112.1,7965.95,"No"
"672","3842-QTGDL","Male",0,"Yes","No",16,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",80.75,1321.3,"No"
"673","6771-XWBDM","Female",0,"Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",104.5,5921.35,"Yes"
"674","6873-UDNLD","Male",0,"No","No",40,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",67.45,2731,"No"
"675","2812-ENYMO","Male",0,"No","No",26,"No","No phone service","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",54.55,1362.85,"No"
"676","2178-PMGCJ","Male",0,"No","No",22,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.7,1490.4,"No"
"677","2717-HVIZY","Female",0,"No","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,163.6,"No"
"678","4774-HHGGS","Male",0,"Yes","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.05,637.55,"No"
"679","4791-QRGMF","Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",99.5,5961.1,"Yes"
"680","2962-XPMCQ","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.15,98.5,"Yes"
"681","2907-ILJBN","Female",0,"Yes","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.6,233.9,"No"
"682","4607-CHPCA","Male",0,"Yes","Yes",25,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Electronic check",90.4,2178.6,"Yes"
"683","7030-NJVDP","Male",0,"Yes","No",24,"Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.25,2210.2,"No"
"684","6394-HHHZM","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.7,57.5,"No"
"685","2546-KZAAT","Male",0,"Yes","No",52,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",75.4,3865.45,"No"
"686","8869-LIHMK","Female",0,"No","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.1,7334.05,"No"
"687","5135-GRQJV","Male",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",114.5,8331.95,"No"
"688","9574-RKJIF","Male",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,2838.7,"Yes"
"689","0254-FNMCI","Female",0,"No","No",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",109.9,7624.2,"No"
"690","4227-OJHAL","Female",0,"Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",73,5163,"No"
"691","5630-AHZIL","Female",0,"No","Yes",3,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",64.5,177.4,"No"
"692","8722-PRFDV","Female",0,"Yes","Yes",71,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",77.55,5574.35,"No"
"693","8393-JMVMB","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.45,19.45,"No"
"694","5981-ZVXOT","Female",1,"No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",108.35,3726.15,"No"
"695","6701-DHKWQ","Female",0,"Yes","Yes",61,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",51.35,3244.4,"No"
"696","7839-NUIAA","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",59.8,3641.5,"No"
"697","9281-PKKZE","Female",0,"Yes","No",46,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",43.95,2007.85,"No"
"698","8869-TORSS","Female",0,"No","No",48,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",60.35,2896.4,"Yes"
"699","2522-AHJXR","Male",0,"Yes","No",60,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",109.45,6572.85,"No"
"700","7473-ZBDSN","Female",0,"Yes","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",18.8,255.55,"No"
"701","8048-DSDFQ","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,20.2,"No"
"702","3733-UOCWF","Male",1,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",85.55,5251.75,"No"
"703","6685-GBWJZ","Male",0,"Yes","No",63,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)",70.8,4448.8,"No"
"704","8628-MFKAX","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.75,8277.05,"No"
"705","7137-RYLPP","Male",1,"Yes","No",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.7,3171.15,"Yes"
"706","6217-TOWGS","Female",0,"Yes","No",17,"Yes","Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",75.4,1322.55,"No"
"707","2380-DAMQP","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",115.15,8349.7,"No"
"708","8123-QBNAZ","Female",0,"Yes","Yes",36,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",104.5,3684.95,"No"
"709","5074-FBGHB","Male",0,"No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.65,6889.8,"No"
"710","3308-JSGML","Male",1,"Yes","No",59,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.05,3886.85,"No"
"711","7622-NXQZR","Male",0,"No","No",28,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",30.1,810.85,"No"
"712","0426-TIRNE","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.9,20.9,"Yes"
"713","8158-WPEZG","Male",0,"No","No",11,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",35.65,425.1,"No"
"714","9766-HGEDE","Female",0,"Yes","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.35,307,"No"
"715","8784-CGILN","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.85,1776.95,"Yes"
"716","6773-LQTVT","Female",1,"Yes","Yes",29,"No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",35.65,1025.15,"No"
"717","4186-ZBUEW","Female",0,"No","No",36,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",70.7,2511.95,"No"
"718","6770-XUAGN","Female",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",21,21,"Yes"
"719","9933-QRGTX","Female",0,"Yes","No",60,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",97.2,5611.75,"No"
"720","8224-UAXBZ","Female",0,"Yes","No",58,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","One year","Yes","Electronic check",45.35,2540.1,"No"
"721","6693-FRIRW","Male",0,"No","No",18,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",101.3,1794.65,"No"
"722","0869-PAPRP","Female",1,"Yes","No",26,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.7,2067,"No"
"723","5010-IPEAQ","Female",0,"Yes","Yes",67,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",54.2,3623.95,"No"
"724","3085-QUOZK","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",43.95,43.95,"Yes"
"725","0021-IKXGC","Female",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",72.1,72.1,"No"
"726","5338-YHWYT","Male",0,"No","Yes",37,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Credit card (automatic)",61.45,2302.35,"No"
"727","4512-ZUIYL","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70,153.05,"Yes"
"728","3259-FDWOY","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",106,7723.7,"Yes"
"729","4890-VMUAV","Male",0,"No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Electronic check",71.5,4576.3,"No"
"730","8436-BJUMM","Male",0,"Yes","Yes",26,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.75,2070.6,"Yes"
"731","6204-IEUXJ","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",80.1,217.55,"Yes"
"732","5600-KTXFM","Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",69.95,143.9,"No"
"733","8851-RAGOV","Female",0,"Yes","No",25,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",71.05,1837.7,"No"
"734","0328-GRPMV","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.1,70.1,"Yes"
"735","8835-VSDSE","Female",0,"Yes","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.7,141.45,"Yes"
"736","7190-XHTWJ","Female",0,"No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.3,755.5,"No"
"737","9637-CDTKZ","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",114.1,8086.4,"No"
"738","7351-KYHQH","Female",1,"No","No",7,"Yes","No","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",64.95,493.65,"No"
"739","5569-KGJHX","Female",0,"Yes","Yes",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",85.35,754.65,"Yes"
"740","0218-QNVAS","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",100.55,7113.75,"No"
"741","3396-DKDEL","Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.15,8250,"No"
"742","8012-SOUDQ","Female",1,"No","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.25,3838.75,"No"
"743","9928-BZVLZ","Female",0,"No","No",12,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",49.85,552.1,"No"
"744","0325-XBFAC","Male",0,"No","No",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.7,740.3,"Yes"
"745","2279-AXJJK","Male",0,"Yes","No",52,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",95.65,5088.4,"No"
"746","6368-TZZDT","Male",0,"Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.5,96.85,"No"
"747","2683-BPJSO","Male",0,"Yes","No",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",84.45,2467.1,"Yes"
"748","9667-EQRXU","Female",1,"No","No",30,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",40.3,1172.95,"Yes"
"749","1871-MOWRM","Male",0,"Yes","No",12,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",80.85,866.45,"Yes"
"750","9541-PWTWO","Female",0,"No","No",52,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.95,4233.95,"No"
"751","1406-PUQVY","Male",0,"No","Yes",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,"No"
"752","8769-KKTPH","Female",0,"Yes","Yes",63,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",99.65,6311.2,"No"
"753","4193-ORFCL","Female",1,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.1,45.1,"Yes"
"754","5619-PTMIK","Female",0,"Yes","No",46,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",53.1,2459.8,"No"
"755","9239-GZHZE","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",113.65,8124.2,"No"
"756","5248-KWLAR","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.35,6325.25,"No"
"757","5091-HFAZW","Female",0,"No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.15,168.5,"No"
"758","8148-BPLZQ","Male",0,"No","No",34,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.8,1734.2,"No"
"759","0943-ZQPXH","Male",0,"Yes","Yes",44,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",92.95,4122.9,"No"
"760","3927-NLNRY","Male",0,"Yes","No",53,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94.25,4867.95,"Yes"
"761","2651-ZCBXV","Male",0,"No","No",54,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108,5760.65,"No"
"762","2923-ARZLG","Male",0,"Yes","Yes",0,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.7,NA,"No"
"763","7595-EUIVN","Female",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",75.8,75.8,"Yes"
"764","5140-FOMCQ","Female",0,"Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.15,6557.75,"No"
"765","3074-GQWYX","Male",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.9,357.75,"Yes"
"766","9524-EGPJC","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",90.1,1612.75,"Yes"
"767","0847-HGRML","Male",0,"No","Yes",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20,1250.1,"No"
"768","3096-WPXBT","Female",0,"Yes","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",100.7,6018.65,"No"
"769","9481-IEBZY","Male",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",112.9,8061.5,"No"
"770","3197-ARFOY","Female",1,"No","No",19,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",105,2007.25,"No"
"771","6023-GSSXW","Female",0,"Yes","No",69,"Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Credit card (automatic)",61.45,4131.2,"No"
"772","1472-TNCWL","Male",0,"No","Yes",36,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.7,3512.5,"No"
"773","8413-VONUO","Male",0,"No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.65,167.3,"Yes"
"774","3665-JATSN","Female",0,"No","No",19,"No","No phone service","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",39.7,710.05,"No"
"775","4301-VVZKA","Male",0,"Yes","No",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.4,1189.4,"No"
"776","4803-AXVYP","Female",1,"No","No",38,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.55,3734.25,"Yes"
"777","4001-TSBTV","Female",0,"Yes","Yes",58,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",91.55,5511.65,"No"
"778","8946-BFWSG","Male",0,"Yes","Yes",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.25,1573.05,"No"
"779","6769-DCQLI","Male",0,"No","No",52,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105,5426.85,"Yes"
"780","7083-YNSKY","Female",0,"No","No",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",25.4,399.6,"Yes"
"781","2675-IJRGJ","Male",0,"No","No",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.65,978,"No"
"782","0107-WESLM","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.85,19.85,"Yes"
"783","1624-NALOJ","Male",1,"No","No",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.8,502.6,"Yes"
"784","2636-ALXXZ","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6,"Yes"
"785","7079-QRCBC","Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.75,2407.3,"Yes"
"786","0550-DCXLH","Male",0,"No","No",13,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Mailed check",73.35,931.55,"No"
"787","1309-BXVOQ","Male",0,"Yes","No",21,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.1,2249.95,"Yes"
"788","2928-HLDBA","Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.7,112.75,"No"
"789","9274-CNFMO","Male",1,"Yes","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.95,308.7,"Yes"
"790","7488-MXJIV","Female",0,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.65,321.65,"Yes"
"791","7529-ZDFXI","Male",1,"Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.85,4925.35,"No"
"792","9150-KPBJQ","Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.65,116.85,"No"
"793","6341-AEVKX","Female",0,"Yes","No",62,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",104.3,6613.65,"No"
"794","9534-NSXEM","Male",0,"No","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.65,595.5,"No"
"795","7191-ADRGF","Male",0,"Yes","No",44,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",54.3,2390.45,"No"
"796","7401-JIXNM","Female",0,"Yes","Yes",54,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",91.3,4965,"No"
"797","4013-UBXWQ","Female",0,"No","No",7,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",74.65,521.1,"Yes"
"798","9975-SKRNR","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",18.9,18.9,"No"
"799","2656-TABEH","Male",0,"Yes","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,420.2,"Yes"
"800","5868-CZJDR","Male",0,"No","Yes",1,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",31.35,31.35,"Yes"
"801","8548-AWOFC","Male",0,"Yes","No",66,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",63.85,4264.6,"No"
"802","3714-JTVOV","Female",1,"Yes","No",42,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.15,3229.4,"Yes"
